"TOA5","CR200Series_st1","CR200X","No_SN","CR200X.Std.02","Otemma_Septembre2018_5min_upstream_s1109.cr2","8094","StageTemp"
"TIMESTAMP","RECORD","Stage_m","Temp_C"
"TS","RN","meters","deg C"
"","","Smp","Smp"
"2019-07-09 20:15:00",343,0.4184571,0.0582374
"2019-07-09 20:20:00",344,0.4163067,0.0560935
"2019-07-09 20:25:00",345,0.3926473,0.0548019
"2019-07-09 20:30:00",346,0.4010537,0.0604874
"2019-07-09 20:35:00",347,0.3860798,0.0610486
"2019-07-09 20:40:00",348,0.3998719,0.0576075
"2019-07-09 20:45:00",349,0.3856453,0.0559294
"2019-07-09 20:50:00",350,0.3824088,0.0567075
"2019-07-09 20:55:00",351,0.4091448,0.0426129
"2019-07-09 21:00:00",352,0.3887394,0.0411788
"2019-07-09 21:05:00",353,0.3908267,0.0448091
"2019-07-09 21:10:00",354,0.4029981,0.0448303
"2019-07-09 21:15:00",355,0.3728539,0.0459734
"2019-07-09 21:20:00",356,0.4072989,0.0462539
"2019-07-09 21:25:00",357,0.4117165,0.0448991
"2019-07-09 21:30:00",358,0.3849427,0.0443804
"2019-07-09 21:35:00",359,0.4029855,0.048011
"2019-07-09 21:40:00",360,0.4256454,0.0469737
"2019-07-09 21:45:00",361,0.3908844,0.0437719
"2019-07-09 21:50:00",362,0.4014896,0.0422954
"2019-07-09 21:55:00",363,0.4300543,0.039639
"2019-07-09 22:00:00",364,0.4050195,0.0362631
"2019-07-09 22:05:00",365,0.4306878,0.042523
"2019-07-09 22:10:00",366,0.4118299,0.042904
"2019-07-09 22:15:00",367,0.4250247,0.0418668
"2019-07-09 22:20:00",368,0.4009793,0.0398136
"2019-07-09 22:25:00",369,0.3855193,0.0402581
"2019-07-09 22:30:00",370,0.4090877,0.0381098
"2019-07-09 22:35:00",371,0.4147421,0.0355436
"2019-07-09 22:40:00",372,0.4202103,0.0323162
"2019-07-09 22:45:00",373,0.400839,0.0325807
"2019-07-09 22:50:00",374,0.4169777,0.0343584
"2019-07-09 22:55:00",375,0.4074517,0.0316602
"2019-07-09 23:00:00",376,0.4396806,0.0322315
"2019-07-09 23:05:00",377,0.4096118,0.0315438
"2019-07-09 23:10:00",378,0.4155482,0.0326707
"2019-07-09 23:15:00",379,0.4048446,0.0307343
"2019-07-09 23:20:00",380,0.4205375,0.0308454
"2019-07-09 23:25:00",381,0.4215424,0.0320093
"2019-07-09 23:30:00",382,0.4292175,0.0317871
"2019-07-09 23:35:00",383,0.4337404,0.0311629
"2019-07-09 23:40:00",384,0.3968393,0.0346229
"2019-07-09 23:45:00",385,0.417711,0.0390781
"2019-07-09 23:50:00",386,0.4241156,0.038623
"2019-07-09 23:55:00",387,0.3948228,0.0352314
"2019-07-10 00:00:00",388,0.3999071,0.0328135
"2019-07-10 00:05:00",389,0.4097266,0.0296921
"2019-07-10 00:10:00",390,0.403622,0.0223763
"2019-07-10 00:15:00",391,0.41073,0.0226355
"2019-07-10 00:20:00",392,0.4064022,0.0225985
"2019-07-10 00:25:00",393,0.4123775,0.0217839
"2019-07-10 00:30:00",394,0.4367932,0.0209006
"2019-07-10 00:35:00",395,0.3893064,0.0225403
"2019-07-10 00:40:00",396,0.418833,0.0252221
"2019-07-10 00:45:00",397,0.41668,0.0254443
"2019-07-10 00:50:00",398,0.4200844,0.026973
"2019-07-10 00:55:00",399,0.43041,0.0302265
"2019-07-10 01:00:00",400,0.4167775,0.0303111
"2019-07-10 01:05:00",401,0.4180573,0.0325437
"2019-07-10 01:10:00",402,0.4208149,0.0356335
"2019-07-10 01:15:00",403,0.4267856,0.0351732
"2019-07-10 01:20:00",404,0.4177682,0.0335542
"2019-07-10 01:25:00",405,0.3970412,0.0325807
"2019-07-10 01:30:00",406,0.4148435,0.0267879
"2019-07-10 01:35:00",407,0.4395517,0.022133
"2019-07-10 01:40:00",408,0.3977794,0.0220696
"2019-07-10 01:45:00",409,0.4069755,0.0250899
"2019-07-10 01:50:00",410,0.4180782,0.0232967
"2019-07-10 01:55:00",411,0.4091163,0.0232755
"2019-07-10 02:00:00",412,0.4015407,0.0210276
"2019-07-10 02:05:00",413,0.4041962,0.0210382
"2019-07-10 02:10:00",414,0.4191543,0.0211228
"2019-07-10 02:15:00",415,0.4214279,0.0222653
"2019-07-10 02:20:00",416,0.4255687,0.0238257
"2019-07-10 02:25:00",417,0.3949867,0.0240637
"2019-07-10 02:30:00",418,0.3887512,0.0242594
"2019-07-10 02:35:00",419,0.3843696,0.0236352
"2019-07-10 02:40:00",420,0.4061518,0.0250952
"2019-07-10 02:45:00",421,0.3715198,0.0263647
